Date,Start_Hour,End_Hour,Source,Season,Production,Day_of_Year,Day_Name,Month_Name
3/24/2021,19,20,Wind,Spring,2191,83,Wednesday,March
11/6/2020,5,6,Wind,Fall,6584,311,Friday,November
10/13/2025,0,1,Wind,Fall,7395,286,Monday,October
4/9/2025,22,23,Wind,Spring,11401,99,Wednesday,April
6/13/2022,3,4,Wind,Summer,3888,164,Monday,June
12/6/2020,0,1,Wind,Winter,3896,341,Sunday,December
12/26/2022,23,0,Wind,Winter,5200,360,Monday,December
7/7/2022,18,19,Wind,Summer,8067,188,Thursday,July
9/27/2021,16,17,Wind,Fall,10010,270,Monday,September
1/29/2024,18,19,Wind,Winter,7099,29,Monday,January
3/25/2024,21,22,Wind,Spring,8820,85,Monday,March
12/27/2022,9,10,Wind,Winter,4677,361,Tuesday,December
12/3/2021,18,19,Wind,Winter,11102,337,Friday,December
4/4/2023,15,16,Solar,Spring,10833,94,Tuesday,April
3/28/2024,7,8,Wind,Spring,15504,88,Thursday,March
12/23/2022,0,1,Wind,Winter,11216,357,Friday,December
4/27/2025,22,23,Wind,Spring,3364,117,Sunday,April
4/20/2020,0,1,Wind,Spring,5506,111,Monday,April
10/17/2022,12,13,Wind,Fall,6996,290,Monday,October
1/2/2025,0,1,Wind,Winter,12035,2,Thursday,January
7/24/2020,15,16,Solar,Summer,6901,206,Friday,July
11/21/2020,10,11,Wind,Fall,4830,326,Saturday,November
8/22/2022,19,20,Wind,Summer,2515,234,Monday,August
12/29/2022,4,5,Wind,Winter,11261,363,Thursday,December
11/11/2022,23,0,Wind,Fall,4623,315,Friday,November
7/15/2021,23,0,Wind,Summer,5085,196,Thursday,July
6/29/2020,18,19,Wind,Summer,8918,181,Monday,June
11/2/2020,17,18,Wind,Fall,8515,307,Monday,November
6/8/2022,14,15,Wind,Summer,10122,159,Wednesday,June
11/27/2020,1,2,Wind,Fall,1637,332,Friday,November
3/1/2022,18,19,Wind,Spring,1775,60,Tuesday,March
8/19/2025,16,17,Solar,Summer,6355,231,Tuesday,August
11/13/2022,22,23,Wind,Fall,2673,317,Sunday,November
11/6/2025,21,22,Wind,Fall,2696,310,Thursday,November
7/13/2022,12,13,Solar,Summer,6334,194,Wednesday,July
12/27/2021,9,10,Wind,Winter,8156,361,Monday,December
10/25/2021,20,21,Wind,Fall,3029,298,Monday,October
9/12/2023,4,5,Wind,Fall,705,255,Tuesday,September
4/2/2023,4,5,Wind,Spring,8890,92,Sunday,April
9/28/2021,2,3,Wind,Fall,2108,271,Tuesday,September
5/17/2024,14,15,Solar,Spring,7184,138,Friday,May
11/13/2025,1,2,Wind,Fall,12913,317,Thursday,November
10/13/2020,16,17,Wind,Fall,5579,287,Tuesday,October
2/17/2021,22,23,Wind,Winter,7964,48,Wednesday,February
10/9/2020,18,19,Wind,Fall,3322,283,Friday,October
2/19/2025,20,21,Wind,Winter,7629,50,Wednesday,February
11/16/2021,16,17,Wind,Fall,1087,320,Tuesday,November
12/30/2020,23,0,Wind,Winter,5476,365,Wednesday,December
7/14/2022,14,15,Solar,Summer,8923,195,Thursday,July
3/19/2023,13,14,Wind,Spring,7895,78,Sunday,March
7/24/2024,11,12,Solar,Summer,6845,206,Wednesday,July
10/31/2024,20,21,Wind,Fall,1073,305,Thursday,October
5/9/2023,19,20,Wind,Spring,7431,129,Tuesday,May
3/9/2021,6,7,Wind,Spring,2088,68,Tuesday,March
5/6/2024,20,21,Wind,Spring,3270,127,Monday,May
10/26/2022,17,18,Wind,Fall,3223,299,Wednesday,October
12/7/2021,12,13,Wind,Winter,11221,341,Tuesday,December
5/5/2024,23,0,Wind,Spring,2081,126,Sunday,May
4/23/2023,18,19,Wind,Spring,14741,113,Sunday,April
11/2/2022,19,20,Wind,Fall,7737,306,Wednesday,November
3/14/2021,15,16,Wind,Spring,13538,73,Sunday,March
11/29/2021,10,11,Wind,Fall,3702,333,Monday,November
6/14/2025,14,15,Solar,Summer,4546,165,Saturday,June
4/28/2024,9,10,Wind,Spring,7916,119,Sunday,April
5/13/2020,1,2,Wind,Spring,3264,134,Wednesday,May
6/4/2025,16,17,Solar,Summer,8625,155,Wednesday,June
6/23/2024,12,13,Solar,Summer,4144,175,Sunday,June
1/24/2024,10,11,Wind,Winter,15539,24,Wednesday,January
10/14/2021,4,5,Wind,Fall,1720,287,Thursday,October
10/8/2021,23,0,Wind,Fall,5380,281,Friday,October
3/17/2023,23,0,Wind,Spring,6418,76,Friday,March
8/28/2023,5,6,Wind,Summer,2801,240,Monday,August
9/7/2022,12,13,Solar,Fall,7186,250,Wednesday,September
12/23/2023,11,12,Wind,Winter,15819,357,Saturday,December
8/5/2023,10,11,Wind,Summer,11382,217,Saturday,August
5/28/2023,23,0,Wind,Spring,9894,148,Sunday,May
7/20/2022,1,2,Wind,Summer,3765,201,Wednesday,July
1/18/2023,2,3,Wind,Winter,4661,18,Wednesday,January
9/29/2024,2,3,Wind,Fall,1731,273,Sunday,September
2/23/2024,12,13,Wind,Winter,16403,54,Friday,February
10/4/2021,23,0,Wind,Fall,7024,277,Monday,October
10/20/2025,0,1,Wind,Fall,13425,293,Monday,October
3/24/2023,8,9,Wind,Spring,12405,83,Friday,March
7/23/2020,18,19,Solar,Summer,1954,205,Thursday,July
5/13/2020,23,0,Wind,Spring,7165,134,Wednesday,May
9/6/2022,23,0,Wind,Fall,2214,249,Tuesday,September
2/17/2021,7,8,Wind,Winter,7775,48,Wednesday,February
5/29/2021,12,13,Solar,Spring,6169,149,Saturday,May
7/25/2024,21,22,Wind,Summer,2257,207,Thursday,July
4/16/2022,20,21,Wind,Spring,6001,106,Saturday,April
7/28/2020,5,6,Wind,Summer,4107,210,Tuesday,July
5/31/2021,19,20,Wind,Spring,3587,151,Monday,May
6/27/2024,21,22,Wind,Summer,4170,179,Thursday,June
10/23/2021,22,23,Wind,Fall,3701,296,Saturday,October
11/22/2022,20,21,Wind,Fall,10307,326,Tuesday,November
3/26/2020,20,21,Wind,Spring,4960,86,Thursday,March
8/9/2020,7,8,Wind,Summer,963,222,Sunday,August
11/23/2025,22,23,Wind,Fall,6568,327,Sunday,November
6/17/2022,3,4,Wind,Summer,3147,168,Friday,June
9/6/2020,6,7,Wind,Fall,1309,250,Sunday,September
1/8/2023,12,13,Wind,Winter,13363,8,Sunday,January
5/27/2020,2,3,Wind,Spring,4422,148,Wednesday,May
12/29/2023,12,13,Wind,Winter,15941,363,Friday,December
1/6/2022,3,4,Wind,Winter,2846,6,Thursday,January
3/8/2025,0,1,Wind,Spring,10805,67,Saturday,March
6/25/2023,16,17,Solar,Summer,8815,176,Sunday,June
10/31/2023,12,13,Wind,Fall,11825,304,Tuesday,October
4/18/2021,7,8,Wind,Spring,2893,108,Sunday,April
5/5/2020,14,15,Wind,Spring,6849,126,Tuesday,May
5/3/2023,9,10,Solar,Spring,7624,123,Wednesday,May
9/3/2023,19,20,Wind,Fall,5905,246,Sunday,September
10/25/2024,21,22,Wind,Fall,1798,299,Friday,October
5/11/2022,6,7,Wind,Spring,3550,131,Wednesday,May
1/30/2025,14,15,Wind,Winter,8803,30,Thursday,January
4/29/2020,5,6,Wind,Spring,4808,120,Wednesday,April
4/3/2020,5,6,Wind,Spring,2053,94,Friday,April
5/14/2020,1,2,Wind,Spring,7248,135,Thursday,May
8/22/2020,9,10,Wind,Summer,7218,235,Saturday,August
4/24/2021,19,20,Wind,Spring,6192,114,Saturday,April
6/26/2025,17,18,Wind,Summer,14166,177,Thursday,June
10/7/2020,20,21,Wind,Fall,4044,281,Wednesday,October
2/11/2020,13,14,Wind,Winter,14541,42,Tuesday,February
10/21/2024,23,0,Wind,Fall,6386,295,Monday,October
8/7/2022,8,9,Wind,Summer,5411,219,Sunday,August
1/8/2021,7,8,Wind,Winter,1043,8,Friday,January
3/27/2020,12,13,Solar,Spring,5875,87,Friday,March
9/14/2022,13,14,Solar,Fall,6213,257,Wednesday,September
2/9/2021,17,18,Wind,Winter,5404,40,Tuesday,February
4/25/2021,5,6,Wind,Spring,8275,115,Sunday,April
12/20/2022,1,2,Wind,Winter,13886,354,Tuesday,December
3/15/2023,8,9,Wind,Spring,3420,74,Wednesday,March
1/9/2024,18,19,Wind,Winter,3646,9,Tuesday,January
6/5/2021,15,16,Solar,Summer,5731,156,Saturday,June
11/28/2024,22,23,Wind,Fall,4321,333,Thursday,November
4/28/2020,3,4,Wind,Spring,3006,119,Tuesday,April
10/8/2025,2,3,Wind,Fall,730,281,Wednesday,October
7/24/2025,12,13,Solar,Summer,8701,205,Thursday,July
5/18/2021,20,21,Wind,Spring,3351,138,Tuesday,May
4/7/2023,6,7,Wind,Spring,1998,97,Friday,April
2/28/2022,18,19,Wind,Winter,2179,59,Monday,February
11/3/2023,23,0,Wind,Fall,10599,307,Friday,November
4/28/2021,23,0,Wind,Spring,2245,118,Wednesday,April
10/22/2023,19,20,Wind,Fall,1963,295,Sunday,October
12/4/2023,16,17,Wind,Winter,14332,338,Monday,December
3/12/2023,10,11,Wind,Spring,11363,71,Sunday,March
6/10/2024,16,17,Wind,Summer,9028,162,Monday,June
12/7/2023,7,8,Wind,Winter,7243,341,Thursday,December
1/11/2020,13,14,Wind,Winter,6243,11,Saturday,January
6/20/2022,18,19,Wind,Summer,6057,171,Monday,June
12/9/2021,12,13,Wind,Winter,6822,343,Thursday,December
10/22/2021,4,5,Wind,Fall,2148,295,Friday,October
8/18/2023,12,13,Solar,Summer,7556,230,Friday,August
8/26/2020,15,16,Wind,Summer,10494,239,Wednesday,August
5/17/2023,1,2,Wind,Spring,7393,137,Wednesday,May
12/10/2024,14,15,Wind,Winter,9436,345,Tuesday,December
9/4/2023,16,17,Wind,Fall,10840,247,Monday,September
6/15/2023,21,22,Wind,Summer,2306,166,Thursday,June
1/12/2021,6,7,Wind,Winter,12614,12,Tuesday,January
4/23/2021,7,8,Wind,Spring,5325,113,Friday,April
5/28/2020,21,22,Wind,Spring,4838,149,Thursday,May
4/17/2023,0,1,Wind,Spring,3728,107,Monday,April
1/12/2020,6,7,Wind,Winter,7023,12,Sunday,January
11/29/2024,4,5,Wind,Fall,7114,334,Friday,November
4/28/2025,20,21,Wind,Spring,4319,118,Monday,April
6/10/2020,10,11,Solar,Summer,3435,162,Wednesday,June
2/15/2025,17,18,Wind,Winter,3299,46,Saturday,February
3/25/2023,18,19,Wind,Spring,9938,84,Saturday,March
10/4/2021,19,20,Wind,Fall,4512,277,Monday,October
8/3/2023,6,7,Wind,Summer,11952,215,Thursday,August
8/27/2022,1,2,Wind,Summer,2886,239,Saturday,August
2/8/2021,17,18,Wind,Winter,1809,39,Monday,February
2/5/2023,16,17,Wind,Winter,10704,36,Sunday,February
4/27/2021,21,22,Wind,Spring,1594,117,Tuesday,April
12/8/2021,1,2,Wind,Winter,10646,342,Wednesday,December
9/29/2022,21,22,Wind,Fall,1181,272,Thursday,September
8/14/2025,0,1,Wind,Summer,3432,226,Thursday,August
8/12/2023,8,9,Wind,Summer,2514,224,Saturday,August
4/25/2022,0,1,Wind,Spring,3834,115,Monday,April
3/12/2025,6,7,Wind,Spring,2812,71,Wednesday,March
1/2/2023,23,0,Wind,Winter,4165,2,Monday,January
6/23/2021,23,0,Wind,Summer,2524,174,Wednesday,June
1/27/2024,14,15,Solar,Winter,5047,27,Saturday,January
4/19/2022,12,13,Solar,Spring,5004,109,Tuesday,April
11/2/2020,6,7,Wind,Fall,11975,307,Monday,November
2/25/2025,22,23,Wind,Winter,11904,56,Tuesday,February
9/30/2025,4,5,Wind,Fall,1402,273,Tuesday,September
3/18/2023,22,23,Wind,Spring,3908,77,Saturday,March
11/25/2020,7,8,Wind,Fall,6287,330,Wednesday,November
11/11/2020,15,16,Wind,Fall,3805,316,Wednesday,November
5/26/2022,5,6,Wind,Spring,3427,146,Thursday,May
4/27/2020,20,21,Wind,Spring,2041,118,Monday,April
7/26/2021,6,7,Wind,Summer,1744,207,Monday,July
7/1/2024,7,8,Wind,Summer,2190,183,Monday,July
10/13/2022,12,13,Wind,Fall,6261,286,Thursday,October
4/9/2021,18,19,Wind,Spring,5113,99,Friday,April
10/10/2021,0,1,Wind,Fall,2713,283,Sunday,October
4/22/2023,11,12,Wind,Spring,8274,112,Saturday,April
1/22/2022,23,0,Wind,Winter,1705,22,Saturday,January
10/6/2024,21,22,Wind,Fall,8155,280,Sunday,October
5/4/2020,4,5,Wind,Spring,772,125,Monday,May
11/6/2022,5,6,Wind,Fall,7347,310,Sunday,November
8/16/2024,12,13,Solar,Summer,8933,229,Friday,August
12/15/2020,16,17,Wind,Winter,2633,350,Tuesday,December
1/4/2021,19,20,Wind,Winter,3018,4,Monday,January
2/17/2022,15,16,Wind,Winter,14562,48,Thursday,February
2/22/2020,7,8,Wind,Winter,8585,53,Saturday,February
2/3/2025,12,13,Solar,Winter,6618,34,Monday,February
5/16/2022,12,13,Solar,Spring,7824,136,Monday,May
3/20/2025,15,16,Wind,Spring,8861,79,Thursday,March
10/8/2021,17,18,Wind,Fall,6180,281,Friday,October
1/11/2025,4,5,Wind,Winter,2047,11,Saturday,January
10/29/2024,3,4,Wind,Fall,1443,303,Tuesday,October
5/25/2021,8,9,Wind,Spring,9963,145,Tuesday,May
4/20/2022,18,19,Wind,Spring,4079,110,Wednesday,April
7/28/2023,20,21,Wind,Summer,4401,209,Friday,July
1/25/2022,8,9,Wind,Winter,376,25,Tuesday,January
11/12/2024,0,1,Wind,Fall,8295,317,Tuesday,November
7/2/2021,4,5,Wind,Summer,524,183,Friday,July
4/30/2022,22,23,Wind,Spring,4244,120,Saturday,April
3/18/2024,6,7,Wind,Spring,2178,78,Monday,March
12/28/2023,23,0,Wind,Winter,13532,362,Thursday,December
4/4/2023,22,23,Wind,Spring,4225,94,Tuesday,April
6/19/2022,19,20,Wind,Summer,7351,170,Sunday,June
10/27/2021,12,13,Solar,Fall,5370,300,Wednesday,October
1/24/2025,16,17,Wind,Winter,14158,24,Friday,January
6/22/2021,21,22,Wind,Summer,3591,173,Tuesday,June
7/25/2021,18,19,Wind,Summer,5105,206,Sunday,July
12/1/2021,7,8,Wind,Winter,13835,335,Wednesday,December
3/1/2020,20,21,Wind,Spring,8419,61,Sunday,March
3/28/2024,4,5,Wind,Spring,14967,88,Thursday,March
1/3/2020,22,23,Wind,Winter,4207,3,Friday,January
11/25/2024,23,0,Wind,Fall,6573,330,Monday,November
5/5/2023,15,16,Solar,Spring,8449,125,Friday,May
4/27/2025,5,6,Wind,Spring,4156,117,Sunday,April
5/21/2024,17,18,Solar,Spring,6724,142,Tuesday,May
10/17/2023,18,19,Wind,Fall,7943,290,Tuesday,October
5/15/2023,15,16,Wind,Spring,12236,135,Monday,May
4/20/2024,7,8,Wind,Spring,6623,111,Saturday,April
4/28/2024,21,22,Wind,Spring,3181,119,Sunday,April
6/17/2022,8,9,Wind,Summer,3818,168,Friday,June
3/26/2021,16,17,Wind,Spring,10584,85,Friday,March
10/7/2023,7,8,Wind,Fall,2231,280,Saturday,October
2/2/2025,13,14,Solar,Winter,5898,33,Sunday,February
7/28/2025,6,7,Wind,Summer,3946,209,Monday,July
10/25/2025,8,9,Wind,Fall,12427,298,Saturday,October
12/2/2020,3,4,Wind,Winter,4378,337,Wednesday,December
6/10/2022,10,11,Solar,Summer,6486,161,Friday,June
11/17/2024,19,20,Wind,Fall,5733,322,Sunday,November
11/13/2022,23,0,Wind,Fall,3184,317,Sunday,November
6/17/2024,23,0,Wind,Summer,2344,169,Monday,June
10/27/2020,4,5,Wind,Fall,5881,301,Tuesday,October
5/6/2025,22,23,Wind,Spring,9412,126,Tuesday,May
7/1/2023,6,7,Wind,Summer,7665,182,Saturday,July
11/10/2023,0,1,Wind,Fall,12598,314,Friday,November
7/4/2024,15,16,Wind,Summer,8892,186,Thursday,July
6/15/2021,2,3,Wind,Summer,2314,166,Tuesday,June
8/9/2025,2,3,Wind,Summer,1411,221,Saturday,August
10/18/2023,8,9,Wind,Fall,11434,291,Wednesday,October
5/23/2022,15,16,Wind,Spring,11353,143,Monday,May
9/27/2020,6,7,Wind,Fall,11628,271,Sunday,September
4/15/2021,0,1,Wind,Spring,5536,105,Thursday,April
11/5/2023,18,19,Wind,Fall,13494,309,Sunday,November
11/3/2022,23,0,Wind,Fall,10983,307,Thursday,November
5/2/2021,11,12,Solar,Spring,4597,122,Sunday,May
2/20/2024,1,2,Wind,Winter,3775,51,Tuesday,February
7/11/2024,15,16,Solar,Summer,6569,193,Thursday,July
10/23/2025,2,3,Wind,Fall,18020,296,Thursday,October
6/26/2021,10,11,Solar,Summer,3463,177,Saturday,June
1/26/2023,7,8,Wind,Winter,2785,26,Thursday,January
4/21/2024,5,6,Wind,Spring,5440,112,Sunday,April
2/7/2024,20,21,Wind,Winter,10078,38,Wednesday,February
11/19/2023,19,20,Wind,Fall,12727,323,Sunday,November
1/14/2020,5,6,Wind,Winter,11947,14,Tuesday,January
10/10/2025,10,11,Solar,Fall,6209,283,Friday,October
5/6/2020,12,13,Solar,Spring,5389,127,Wednesday,May
6/11/2023,17,18,Solar,Summer,5511,162,Sunday,June
7/10/2020,11,12,Wind,Summer,5812,192,Friday,July
8/6/2023,18,19,Wind,Summer,12828,218,Sunday,August
9/28/2022,12,13,Solar,Fall,6478,271,Wednesday,September
4/17/2025,21,22,Wind,Spring,2201,107,Thursday,April
2/28/2023,22,23,Wind,Winter,7116,59,Tuesday,February
8/17/2020,16,17,Wind,Summer,6027,230,Monday,August
5/13/2021,16,17,Solar,Spring,4826,133,Thursday,May
8/28/2020,16,17,Wind,Summer,8440,241,Friday,August
2/28/2021,1,2,Wind,Winter,8031,59,Sunday,February
3/22/2024,10,11,Solar,Spring,7476,82,Friday,March
5/4/2022,20,21,Wind,Spring,1854,124,Wednesday,May
9/27/2022,12,13,Wind,Fall,12571,270,Tuesday,September
8/8/2025,2,3,Wind,Summer,1497,220,Friday,August
7/20/2021,20,21,Wind,Summer,2246,201,Tuesday,July
11/6/2023,16,17,Wind,Fall,9657,310,Monday,November
10/9/2022,18,19,Wind,Fall,2019,282,Sunday,October
3/3/2021,17,18,Wind,Spring,1043,62,Wednesday,March
6/27/2021,0,1,Wind,Summer,3833,178,Sunday,June
5/27/2024,12,13,Solar,Spring,6999,148,Monday,May
10/26/2021,18,19,Wind,Fall,2863,299,Tuesday,October
7/31/2020,15,16,Solar,Summer,5827,213,Friday,July
3/27/2023,16,17,Solar,Spring,7513,86,Monday,March
10/8/2023,8,9,Wind,Fall,1493,281,Sunday,October
7/4/2020,14,15,Wind,Summer,12039,186,Saturday,July
1/29/2025,23,0,Wind,Winter,6217,29,Wednesday,January
4/20/2025,23,0,Wind,Spring,4459,110,Sunday,April
9/11/2022,7,8,Wind,Fall,587,254,Sunday,September
2/15/2020,15,16,Wind,Winter,10985,46,Saturday,February
5/14/2025,23,0,Wind,Spring,6132,134,Wednesday,May
3/5/2021,10,11,Wind,Spring,7772,64,Friday,March
10/26/2023,1,2,Wind,Fall,4909,299,Thursday,October
10/24/2025,1,2,Wind,Fall,14684,297,Friday,October
10/27/2023,2,3,Wind,Fall,8268,300,Friday,October
6/16/2025,15,16,Solar,Summer,10527,167,Monday,June
1/7/2020,3,4,Wind,Winter,3967,7,Tuesday,January
7/22/2025,0,1,Wind,Summer,7645,203,Tuesday,July
3/15/2023,9,10,Solar,Spring,4554,74,Wednesday,March
10/6/2020,11,12,Wind,Fall,11671,280,Tuesday,October
10/15/2024,7,8,Wind,Fall,3772,289,Tuesday,October
2/18/2025,19,20,Wind,Winter,11327,49,Tuesday,February
11/25/2020,14,15,Wind,Fall,4090,330,Wednesday,November
5/22/2024,23,0,Wind,Spring,3024,143,Wednesday,May
1/22/2021,10,11,Wind,Winter,3354,22,Friday,January
9/10/2023,16,17,Solar,Fall,6517,253,Sunday,September
2/14/2020,19,20,Wind,Winter,4429,45,Friday,February
1/11/2022,12,13,Solar,Winter,5018,11,Tuesday,January
4/6/2022,10,11,Wind,Spring,7764,96,Wednesday,April
12/19/2020,10,11,Wind,Winter,10892,354,Saturday,December
1/24/2023,12,13,Wind,Winter,6696,24,Tuesday,January
7/1/2021,18,19,Solar,Summer,3022,182,Thursday,July
10/25/2024,12,13,Wind,Fall,6893,299,Friday,October
11/14/2021,12,13,Wind,Fall,4665,318,Sunday,November
4/17/2021,4,5,Wind,Spring,4834,107,Saturday,April
8/6/2024,22,23,Wind,Summer,2097,219,Tuesday,August
8/23/2024,2,3,Wind,Summer,9509,236,Friday,August
2/26/2023,17,18,Wind,Winter,18051,57,Sunday,February
1/7/2023,5,6,Wind,Winter,10262,7,Saturday,January
6/3/2020,23,0,Wind,Summer,3683,155,Wednesday,June
10/11/2024,17,18,Solar,Fall,3556,285,Friday,October
9/26/2020,9,10,Wind,Fall,11246,270,Saturday,September
6/11/2020,22,23,Wind,Summer,3909,163,Thursday,June
1/28/2020,10,11,Wind,Winter,12987,28,Tuesday,January
1/21/2025,0,1,Wind,Winter,1210,21,Tuesday,January
2/7/2023,11,12,Wind,Winter,9517,38,Tuesday,February
8/17/2024,22,23,Wind,Summer,2408,230,Saturday,August
4/7/2020,19,20,Wind,Spring,1971,98,Tuesday,April
11/18/2021,8,9,Wind,Fall,1817,322,Thursday,November
10/19/2020,18,19,Wind,Fall,6659,293,Monday,October
10/13/2025,17,18,Wind,Fall,9362,286,Monday,October
1/18/2024,8,9,Wind,Winter,7755,18,Thursday,January
12/9/2020,3,4,Wind,Winter,2518,344,Wednesday,December
5/18/2022,11,12,Solar,Spring,5814,138,Wednesday,May
11/26/2021,14,15,Wind,Fall,12653,330,Friday,November
4/21/2022,4,5,Wind,Spring,3354,111,Thursday,April
11/16/2021,17,18,Wind,Fall,997,320,Tuesday,November
3/3/2025,2,3,Wind,Spring,3177,62,Monday,March
11/15/2021,22,23,Wind,Fall,1190,319,Monday,November
1/28/2024,22,23,Wind,Winter,9203,28,Sunday,January
11/24/2020,15,16,Wind,Fall,3478,329,Tuesday,November
12/28/2020,10,11,Wind,Winter,8666,363,Monday,December
5/26/2021,17,18,Wind,Spring,8501,146,Wednesday,May
3/20/2023,12,13,Solar,Spring,8613,79,Monday,March
9/29/2023,0,1,Wind,Fall,6503,272,Friday,September
5/28/2024,12,13,Wind,Spring,12992,149,Tuesday,May
5/7/2023,4,5,Wind,Spring,1644,127,Sunday,May
3/7/2020,13,14,Wind,Spring,5851,67,Saturday,March
8/21/2025,18,19,Wind,Summer,9974,233,Thursday,August
8/16/2023,7,8,Wind,Summer,2047,228,Wednesday,August
11/14/2020,17,18,Wind,Fall,9187,319,Saturday,November
6/9/2024,9,10,Solar,Summer,2265,161,Sunday,June
4/28/2024,14,15,Wind,Spring,7361,119,Sunday,April
10/20/2025,1,2,Wind,Fall,13116,293,Monday,October
6/10/2025,22,23,Wind,Summer,1822,161,Tuesday,June
8/25/2022,10,11,Solar,Summer,4870,237,Thursday,August
7/11/2025,13,14,Solar,Summer,13057,192,Friday,July
6/19/2020,8,9,Solar,Summer,2120,171,Friday,June
10/2/2023,1,2,Wind,Fall,2511,275,Monday,October
12/24/2024,6,7,Wind,Winter,3087,359,Tuesday,December
6/21/2024,18,19,Wind,Summer,8537,173,Friday,June
11/10/2024,3,4,Wind,Fall,699,315,Sunday,November
6/9/2024,16,17,Solar,Summer,4699,161,Sunday,June
9/16/2020,10,11,Solar,Fall,2486,260,Wednesday,September
4/19/2020,0,1,Wind,Spring,1476,110,Sunday,April
5/22/2020,4,5,Wind,Spring,3981,143,Friday,May
1/13/2021,14,15,Wind,Winter,8363,13,Wednesday,January
8/26/2020,22,23,Wind,Summer,2102,239,Wednesday,August
1/3/2023,15,16,Wind,Winter,9035,3,Tuesday,January
6/1/2024,0,1,Wind,Summer,6325,153,Saturday,June
12/27/2021,4,5,Wind,Winter,4859,361,Monday,December
3/10/2020,19,20,Wind,Spring,11560,70,Tuesday,March
1/12/2024,10,11,Wind,Winter,7101,12,Friday,January
5/13/2025,3,4,Wind,Spring,778,133,Tuesday,May
7/11/2023,12,13,Solar,Summer,9090,192,Tuesday,July
5/2/2024,22,23,Wind,Spring,10099,123,Thursday,May
4/11/2024,15,16,Solar,Spring,7830,102,Thursday,April
4/2/2024,3,4,Wind,Spring,12881,93,Tuesday,April
1/5/2020,20,21,Wind,Winter,1866,5,Sunday,January
5/6/2025,2,3,Wind,Spring,10973,126,Tuesday,May
11/1/2024,11,12,Solar,Fall,5193,306,Friday,November
11/5/2021,11,12,Solar,Fall,4471,309,Friday,November
1/23/2022,14,15,Solar,Winter,5443,23,Sunday,January
7/12/2021,6,7,Wind,Summer,2449,193,Monday,July
12/17/2021,9,10,Wind,Winter,7522,351,Friday,December
4/12/2025,10,11,Wind,Spring,9316,102,Saturday,April
12/2/2022,22,23,Wind,Winter,6777,336,Friday,December
12/26/2023,15,16,Wind,Winter,4387,360,Tuesday,December
1/11/2024,22,23,Wind,Winter,7264,11,Thursday,January
1/30/2022,8,9,Wind,Winter,1935,30,Sunday,January
5/9/2021,0,1,Wind,Spring,6909,129,Sunday,May
6/8/2024,8,9,Solar,Summer,3057,160,Saturday,June
1/3/2022,3,4,Wind,Winter,9945,3,Monday,January
3/23/2021,2,3,Wind,Spring,2209,82,Tuesday,March
12/24/2020,6,7,Wind,Winter,10656,359,Thursday,December
10/10/2024,19,20,Wind,Fall,3695,284,Thursday,October
5/6/2023,12,13,Solar,Spring,6882,126,Saturday,May
6/26/2021,4,5,Wind,Summer,185,177,Saturday,June
9/17/2025,21,22,Wind,Fall,2855,260,Wednesday,September
4/24/2023,16,17,Wind,Spring,9691,114,Monday,April
9/6/2020,10,11,Solar,Fall,3044,250,Sunday,September
9/6/2023,5,6,Wind,Fall,2295,249,Wednesday,September
4/17/2020,2,3,Wind,Spring,2140,108,Friday,April
3/20/2025,16,17,Wind,Spring,7679,79,Thursday,March
